id,topic,source,text,replyCount,vaderMean,vaderStd,vaderCatLabel,vaderCat
1377067915648851968,[],FoxNews,g  gordon liddy  watergate mastermind and nixon operative  dead at ,88,0.1279715909090909,0.4803772925593332,medium,1.0
1377063359204487171,[],FoxNews,san diego teachers instruct migrant kids with higher covid rates than own students stuck learning virtually,403,-0.011182382133995037,0.5025607685463256,high,2.0
1377002520623505414,[],FoxNews,gina carano slams former sen  heidi heitkamp for calling her a  nazi ,144,-0.054304166666666626,0.4593629522943263,medium,1.0
1377002004506116098,[],FoxNews,inside the border crisis  press tours packed texas facility with    migrants,203,-0.13934827586206905,0.4519100068504427,medium,1.0
1377001787945795594,[],FoxNews,the world is finally hearing from the teen who filmed the george floyd video,165,-0.21755878787878788,0.5269189921295441,high,2.0
1376965650413973505,[],FoxNews,psaki grilled on teachers giving in person instruction to migrant kids before own students,252,-0.09649047619047617,0.4750758552857316,medium,1.0
1376963141725261827,[],FoxNews,psaki grilled on teachers giving in person instruction to migrant kids before own students,633,-0.038276145339652456,0.4523678038762845,medium,1.0
1376957963932479488,[],FoxNews,grassroots organization launches to help parents fight  woke indoctrination  in schools,138,-0.10757173913043479,0.47026408902771877,medium,1.0
1376948859163787266,[],FoxNews, senate dems who voted against   minimum wage under pressure from progressive group,125,0.08220000000000004,0.4543777045444646,medium,1.0
1376941307780796423,[],FoxNews,daughter of ny nursing home victim slams gov  cuomo over prioritized testing for brother  a cnn anchor,133,-0.1264488721804511,0.41252608138236313,medium,1.0
1376933759451344901,[],FoxNews,biden wh claims trump eschewed science  amid criticism for health protocols at border,142,-0.011037323943661978,0.4645563427049487,medium,1.0
1376923240329850883,[],FoxNews,eli steele  george floyd  derek chauvin and minneapolis  struggle for progress,24,-0.5374583333333334,0.41618014903317446,medium,1.0
1376917304613732354,[],FoxNews,blackburn questions ice  dhs on spending   m on hotels for migrants,99,0.014828282828282824,0.4096721491682881,medium,1.0
1376909803096772608,[],FoxNews,school districts that backed trump are returning to in person classes more quickly  data shows,165,-0.08772181818181815,0.4564500704766488,medium,1.0
1376902144499052546,[],FoxNews,pentagon diversity chief reassigned after comparing trump to hitler on social media,419,-0.03992386634844871,0.44936206121635763,medium,1.0
1376894643523182595,[],FoxNews,cbp warned biden admin of massive surge if trump policies were reversed  texas congresswoman,183,-0.1507814207650273,0.45026884616719764,medium,1.0
1376886867904331779,[],FoxNews,new mexico rancher encountering migrants near her house  biden admin gave  green light ,244,-0.07964344262295085,0.47934402510229357,medium,1.0
1376878949477810180,[],FoxNews,supermarket employee in illinois saves baby in runaway shopping cart,28,-0.024235714285714294,0.5069618600704964,high,2.0
1376869143153156103,[],FoxNews,seth rogen clarifies emma watson comments  says she did not storm off set of  this is the end ,63,0.11150000000000003,0.5043575881992791,high,2.0
1376856795025702914,[],FoxNews,national weather forecast  heavy rain  thunderstorms moving across us,21,-0.03515238095238096,0.4979572688685723,medium,1.0
1376854011035402241,[],FoxNews,biden announces  judicial nominees to federal bench  including progressive favorite for scotus,219,0.1505689497716895,0.5307139619403594,high,2.0
1376715087449358338,[],FoxNews,san diego public school teachers to give migrant kids in person instruction before their own students,437,-0.03030846681922196,0.46573267128028845,medium,1.0
1376712165390946304,['NYGovCuomo'],FoxNews,  officials  threatened  nursing home reps over covid  vaccination efforts  report,62,-0.14646129032258062,0.41746701032118033,medium,1.0
1376709417958260739,[],FoxNews,virginia high school teacher seen in video berating student for not acknowledging race during lecture,103,-0.1271864077669903,0.48012266366667294,medium,1.0
1376706910301343744,[],FoxNews,oxford music professors suggest scrapping sheet music from curriculum  say it s complicit in white supremacy,353,-0.0923685552407932,0.48076378124293967,medium,1.0
1376692096757858304,[],FoxNews,where are schools reopening from coronavirus closures  see the map,102,-0.0907627450980392,0.45218287742674906,medium,1.0
1376687762867429376,[],FoxNews,was trump a great or a terrible president  here s what a new poll says,3025,-0.02921474380165287,0.5432093941142556,high,2.0
1376686491246731266,[],FoxNews,navy s  extremism  training says it s ok to advocate for blm at work but not  politically partisan  issues,156,-0.10290192307692306,0.45300338978595756,medium,1.0
1376686194298339336,[],FoxNews,trump accuses fauci  birx of  trying to reinvent history  on covid  response,257,-0.12428287937743189,0.4831339777006627,medium,1.0
1376660448024666112,[],FoxNews,female washington post reporter accuses paper of not supporting sexual assault victims   harms all of us ,87,0.005734482758620689,0.5044004806139907,high,2.0
1376653577066795009,[],FoxNews,exclusive  longtime republican takes major step towards launching senate bid in ohio,27,-0.04356296296296297,0.5013617442281556,high,2.0
1376638621613178888,[],FoxNews,tucker carlson makes his debut on fox nation  get unrivaled commentary and discussion on the issues you care about in tucker carlson today  exclusively on fox nation  sign up here to stream ,946,-0.05487167019027486,0.46809337120933237,medium,1.0
1376632479868674055,[],FoxNews,musk teases starship sn flight,23,0.03175217391304348,0.5150822572168495,high,2.0
1376630627408220161,[],FoxNews,unfiltered  unafraid  unstoppable  tucker carlson s exclusive podcast has officially launched on fox nation  click here to subscribe now ,259,-0.1602212355212356,0.43983969204966417,medium,1.0
1376624439178170370,['NYGovCuomo'],FoxNews,a ninth accuser comes forward against   accuses him of unwanted kiss in ,334,-0.07489101796407184,0.46208348235337887,medium,1.0
1376616083185090570,[],FoxNews,biden says   of adults will be eligible for covid vaccine in  weeks,244,0.04790245901639347,0.4330846945677317,medium,1.0
1376611412924043269,[],FoxNews,today  tucker carlson makes his debut on fox nation  get unrivaled commentary and discussion on the issues you care about in tucker carlson today  premiering today at p et exclusively on fox nation ,186,-0.08945913978494621,0.5020429918570417,high,2.0
1376597754579980288,[],FoxNews,unfiltered  unafraid  unstoppable  tucker carlson is bringing his voice to fox nation  check out his podcast premiere  exclusively on fox nation today at p et ,316,-0.13520949367088597,0.4212396092694995,medium,1.0
1376588839175782400,[],FoxNews,migrant children in biden s packed border facilities not being covid tested  can t social distance,452,0.0009256637168141562,0.500328392296639,high,2.0
1376581394185469953,[],FoxNews,durham taking his time to probe origins of russia investigation  as trump vents frustration,144,-0.031472916666666684,0.5072364696219214,high,2.0
1376573704994484236,[],FoxNews,joe manchin targeted by liberal dark money group on dc statehood bill,96,0.01613333333333333,0.4628415062738266,medium,1.0
1376566135462715403,[],FoxNews,white house reporters mocked after biden again discusses ice cream with press   hard hitting journalisming ,382,0.017606544502617807,0.44968716770906564,medium,1.0
1376558558565830660,[],FoxNews,shortage of military working dogs a national security risk  report warns,59,-0.015761016949152537,0.44105056517402547,medium,1.0
1376553495676006402,[],FoxNews,thom tillis  north carolina gop senator  says he is being treated for prostate cancer,64,0.13390468750000006,0.5561753898397455,high,2.0
1376543412153896960,[],FoxNews,alaska s murkowski to face gop challenge from state official kelly tshibaka,80,0.09196750000000002,0.46934379744085525,medium,1.0
1376536029432320001,[],FoxNews,sarah obama  former president s step grandmother  dead in kenya hospital,128,-0.07754843749999997,0.49281292404702165,medium,1.0
1376528334276952066,[],FoxNews,deep red rural ohio s solar energy boom divides farming communities,96,0.11806250000000003,0.4263750348794135,medium,1.0
1376520561787088898,[],FoxNews,seattle residents tell lawrence jones they re at breaking point with homeless crisis   makes me depressed ,69,-0.09344492753623189,0.5044089766706681,high,2.0
1376505198756163588,[],FoxNews,white house lists biden harris administration on official website,363,-0.02591184573002754,0.4104073771827589,medium,1.0
1376492656751165443,[],FoxNews,republicans go all in on attacking dems election reform bill,214,-0.06267570093457941,0.47009387731738256,medium,1.0
1376482203916439553,[],FoxNews,auburn bass fishing team suspended for year over covid  violation  report,74,0.02734594594594594,0.3582925796811488,low,0.0
1376474448585486343,[],FoxNews,fauci says covid  vaccine push could be  best decision  he s made,567,0.00891675485008819,0.44552870698423874,medium,1.0
1376352115380084741,[],FoxNews,kamala harris mia during border crisis,1080,-0.07997296296296302,0.4497633661737218,medium,1.0
1376318567717740545,[],FoxNews,dc police charge teen boys with carjacking as video resurfaces of botched teen girls  deadly carjacking,256,-0.17374570312500007,0.4803486143979322,medium,1.0
1376286041900978177,[],FoxNews,biden admin asks for government volunteers at the border amid crisis,368,-0.00794211956521739,0.43211796949011283,medium,1.0
1376260190245425160,[],FoxNews,fox news  chris wallace accuses the biden admin of  being less transparent than the trump administration ,1768,-0.02407907239819007,0.43867532900956685,medium,1.0
1376228340932112387,[],FoxNews,dc mayor takes heat for sharing  preventing auto thefts  video amid silence on mohammad anwar s death,175,-0.3020148571428573,0.49512470390970686,medium,1.0
1376220539631591439,[],FoxNews,tennessee flash flooding leaves  dead  forces rescues for trapped residents,21,0.07084285714285714,0.54031329020433,high,2.0
1376212738268094464,[],FoxNews,william shatner explains why he s never watched  star trek ,39,-0.02767948717948718,0.47070468906204166,medium,1.0
1376204581399638021,[],FoxNews,biden staffer blocks ted cruz from taking video at migrant facility,1144,-0.09162902097902093,0.4482678840464231,medium,1.0
1376196632002187264,[],FoxNews,biden to push another coronavirus recovery bill on top of   t package  psaki,507,-0.00016844181459566124,0.44981459578713134,medium,1.0
1376188637294039044,[],FoxNews,graham   sick  for biden to  play the race card  on georgia election law  filibuster,841,-0.17171486325802626,0.46734120840820315,medium,1.0
1376159890008375300,[],FoxNews,boulder shooter was allegedly  chuckling  to himself as he murdered ten people  report,602,-0.17655730897009986,0.5123144610260773,high,2.0
1376151836969857025,[],FoxNews,texas manhunt ends after shooting of state trooper   suspect is deceased ,71,-0.12020140845070422,0.5037875111855784,high,2.0
1376144035476168706,[],FoxNews,virginia girl s shocking shooting death leads to arrest of teen suspect,107,-0.043430841121495325,0.4781130626155549,medium,1.0
1376135982311936000,[],FoxNews, snl  lays into biden for recent missteps  literal and otherwise,436,0.07716261467889907,0.4869216564250111,medium,1.0
1376127929785192456,[],FoxNews, bad girls club  cast member deshayla harris among virginia beach shooting victims  reports,35,-0.16512000000000002,0.5389053904743882,high,2.0
1376120128207642624,[],FoxNews,san francisco to pay  essential  artists    per month basic income in pilot program amid pandemic,267,0.011776029962546824,0.4641662132885328,medium,1.0
1376112075433381891,[],FoxNews,piers morgan writes about meghan markle debacle  rails against cancel culture   woke brigade ,221,-0.05898959276018101,0.4758340739550411,medium,1.0
1375996662418640897,[],FoxNews, losing respect   trump rips biden for not finishing border wall and doesn t stop there in fox news exclusive interview,1094,-0.043403473491773314,0.4339572194088218,medium,1.0
1375977185060741123,[],FoxNews,jail hostage situation  inmate shot  killed after prisoner handcuffs oklahoma corrections officer,260,-0.08433153846153844,0.5369303221958849,high,2.0
1375970174407426048,[],FoxNews,former president trump talks border crisis in exclusive interview on  justice with judge jeanine saturday at  p m ,533,-0.07297748592870544,0.4636977860070099,medium,1.0
1375903376026832906,[],FoxNews,texas covid numbers decrease  days after mask  other restrictions lifted,1557,0.016805780346820825,0.4294097176165589,medium,1.0
1375864907078508544,[],FoxNews,gop senators shut down talk of immigration deal until border crisis is solved,268,-0.1320186567164179,0.45703075985743763,medium,1.0
1375863436417114112,[],FoxNews,california ice cream parlor receives  g tip   she was just happy that we are still open ,72,0.11924027777777775,0.4680271972534671,medium,1.0
1375836396540280837,[],FoxNews,pelosi hires dc national guard chief to lead house security,71,0.024914084507042234,0.43849174199612095,medium,1.0
1375832249405440004,[],FoxNews,mayorkas fires almost all members of homeland security advisory council,335,-0.041044179104477586,0.4548022629030821,medium,1.0
1375814408920838148,[],FoxNews,justin theroux contemplates working with ex jennifer aniston again  reveals details about their friendship,47,0.05421702127659576,0.46837087651224363,medium,1.0
1375807079177392134,[],FoxNews,meghan markle s half sister says duchess  prince harry should get counseling   there are children involved ,205,-0.09634780487804866,0.46504139395934213,medium,1.0
1375801212096946178,[],FoxNews,drug overdoses an unintended consequence of covid stimulus payments  experts say,288,-0.11887361111111115,0.46916742321746624,medium,1.0
1375795846722240514,[],FoxNews,halle berry slams  disgusting  comments regarding skin color preference by radio host,191,-0.003124083769633506,0.5020293752634855,high,2.0
1375783905329053705,[],FoxNews,mid south recovers from deadly tornadoes as region braces for severe weather  more storms,24,0.06707916666666668,0.4762041788790645,medium,1.0
1375774356052324355,[],FoxNews,fake vaccines  certificates being sold on darknet  report,155,-0.05829096774193547,0.42744411336192084,medium,1.0
1375770818769256448,[],FoxNews,jennifer lopez  told  alex rodriguez to  fix  the questions surrounding their relationship  source,61,0.032077049180327874,0.4510175267819211,medium,1.0
1375608736425869314,[],FoxNews,frustrated trump demands to know if special counsel durham is still  living ,641,-0.06989765990639625,0.45374990162962053,medium,1.0
1375592406662397960,[],FoxNews,sharon osbourne out at  the talk  after heated on air debate and racism accusations,489,-0.11923578732106344,0.4944862847302393,medium,1.0
1375587775559385093,[],FoxNews,gop senators reveal shocking images of migrants  babies packed in border facilities,222,-0.10040945945945945,0.4688710489018797,medium,1.0
1375587309786169345,[],FoxNews,vice president harris is not doing the border  senior adviser says,519,-0.027718882466281323,0.43877509915108254,medium,1.0
1375586972392128513,[],FoxNews,new york city ends qualified immunity for police officers,366,-0.06488661202185789,0.5064348381846575,high,2.0
1375586767512961026,[],FoxNews,emotional leo terrell responds to parents who lost kids to recent suicides   these kids lost that opportunity ,41,-0.12999756097560977,0.5265220776414817,high,2.0
1375545693394374666,"['CNN', 'ChrisCuomo', 'NYGovCuomo']",FoxNews,wapo slams for  ethical embarrassment  over getting special covid treatment from,157,-0.047359872611464966,0.4696977645061075,medium,1.0
1375542704206139393,[],FoxNews,nikki haley hits kamala harris over past comparison of ice to kkk,272,-0.06567205882352942,0.4546172372741073,medium,1.0
1375540059059978241,[],FoxNews,grinch act introduced to protect children s books from cancel culture  no one is safe,676,-0.08891834319526637,0.4607105324227469,medium,1.0
1375539853958463493,[],FoxNews,navy sending team to suez canal to help dig out massive ship blocking passage  sources,56,0.08853571428571429,0.41801373636784683,medium,1.0
1375533806761967616,[],FoxNews,gop senators seek hunter biden gun incident information from law enforcement,242,-0.048737603305785124,0.46522245180017097,medium,1.0
1375515275118845953,[],FoxNews,doocy confronts psaki over fox news getting snubbed at presser  asks if it s  official administration policy ,832,-0.07754423076923075,0.42595851011256186,medium,1.0
1375512238375624706,[],FoxNews,miami beach bracing for another spring break weekend,62,-0.001235483870967741,0.4531664273215763,medium,1.0
1375499142038962187,[],FoxNews,biden now calls filibuster a relic of the jim crow era but kamala harris is among dems who have embraced it,206,-0.03199223300970871,0.4565900093325593,medium,1.0
1375491746709307394,[],FoxNews,boulder shooting suspect expected to face more attempted murder charges  fbi  police to conduct  deep dive ,126,-0.11563095238095239,0.5445479059130479,high,2.0
1375484227299512321,[],FoxNews,doc rivers slams ers  dwight howard after early ejection   it was a very selfish play ,26,-0.14688076923076926,0.44479174274640554,medium,1.0
1375476759957766145,[],FoxNews,washington state officials monitoring  people for ebola following travel to countries with outbreaks,174,-0.060274137931034484,0.46346868270414815,medium,1.0
1375469079377686533,[],FoxNews,white house appears to scrub biden gaffe from transcript after calling afghan president wrong name,517,-0.04909361702127661,0.443995479734952,medium,1.0
1375461611448729603,[],FoxNews,gop senators encounter traffickers  cartel members at border during nighttime rio grande tour,223,-0.09466457399103138,0.43126286537871544,medium,1.0
1375453904700379137,[],FoxNews,cuomo s reported efforts to prioritize covid testing for his family are  troubling   ny attorney general says,177,0.11486892655367233,0.5339497273700027,high,2.0
1375446313899266051,[],FoxNews, grey s anatomy  teases return of another beloved character,30,-0.14055333333333336,0.44979235035378445,medium,1.0
1375438809995829250,[],FoxNews,capitol riot  dems seek documents  communications amid probes,458,-0.13742991266375554,0.5123598497812121,high,2.0
1375430709679099907,[],FoxNews,taylor swift releases song  you all over me  from the vault   featuring maren morris,61,-0.005500000000000001,0.4347804603091848,medium,1.0
1375398587224440839,[],FoxNews,grand canyon s oscar frayer dead in fiery california crash days after men s basketball tournament game,39,-0.13662564102564104,0.4468592317603461,medium,1.0
1375253082003673088,[],FoxNews,the six most interesting moments from joe bidens first presidential news conference,529,0.00607126654064273,0.4483838125728559,medium,1.0
1375229986836217868,[],FoxNews,alabama tornado kills five  leaves others injured as storms rip through the mid south,42,0.03653571428571428,0.4853163619046902,medium,1.0
1375213173834453001,[],FoxNews,pelosi rallies behind newsom  says it s  unnecessary  to run another dem in california recall,163,0.028288957055214725,0.4524486168228995,medium,1.0
1375212669704273921,[],FoxNews,reporters fail to ask biden about covid  reopening schools  boulder shooting  russia at first press conference,353,-0.03507025495750708,0.43576257465582496,medium,1.0
1375212223849754627,[],FoxNews,biden ignores fox news  peter doocy  his  binder full of questions ,1233,-0.017630819140308226,0.42530494333904784,medium,1.0
1375211696097218563,[],FoxNews,scalise grills dorsey about blocking ny post article on hunter biden,138,0.029652898550724654,0.46989240206358357,medium,1.0
1375211249852645378,[],FoxNews, woke  college majors threatened under controversial florida bill,64,0.042824999999999995,0.5043691303822427,high,2.0
1375182373457903619,[],FoxNews,biden says it s his  expectation  to run for reelection in   makes trump quip,759,0.02619696969696971,0.4502293518770146,medium,1.0
1375168065051181056,[],FoxNews,biden says filibuster is being abused  threatens to back changes if legislation stalls,143,-0.06683776223776222,0.4825356077942055,medium,1.0
1375166106760065025,[],FoxNews,exclusive  house republicans urge biden to allow media access to border ops amid  out of control  crisis,93,-0.12518924731182793,0.4580610846540309,medium,1.0
1375165709563670530,[],FoxNews,hunter biden gun incident at market in  led to police investigation,200,-0.04651849999999996,0.4614853571698248,medium,1.0
1375163540034686977,[],FoxNews,biden makes  no apologies  at news conference for ending trump era migrant protocols,209,-0.01849952153110047,0.4725121566911521,medium,1.0
1375145196971786241,[],FoxNews,biden announces new covid vaccine goal at press conference  m shots in first  days,325,0.09581630769230771,0.45236906892181417,medium,1.0
1375132140778762245,[],FoxNews,biden doj nominee vanita guptas committee vote ends in tie after heated senate meeting,47,0.005491489361702107,0.4367455815111043,medium,1.0
1375125493159227398,[],FoxNews,supreme court sides with new mexico woman shot by police who attempted to flee,107,-0.05632803738317757,0.4896765158243607,medium,1.0
1375118583483731978,[],FoxNews,al sharpton threatens to accuse manchin  sinema of  supporting racism  if they dont kill filibuster,876,-0.15929543378995434,0.4700736945285252,medium,1.0
1375112399691337728,[],FoxNews,california gov  newsom s ag pick sponsored bill allowing communists to serve in government,143,0.036397202797202814,0.3905269783730582,low,0.0
1375104357012758534,"['IngrahamAngle', 'JoeBiden']",FoxNews,former president donald trump will join on the ingraham angle tonight at  p m  et with reaction to the first presidential news conference from   tune in ,1034,-0.044591779497098666,0.44969871852659166,medium,1.0
1375083732294635524,[],FoxNews,big red ford turbine truck discovered after being lost for decades,41,0.03902195121951218,0.4180047024329961,medium,1.0
1375074603664564226,[],FoxNews,arizona sen  sinema targeted by conservatives in effort to stall contentious dem backed voting bill,52,-0.012159615384615392,0.4580226363357248,medium,1.0
1375067168488964105,[],FoxNews,rose mcgowan slams vp harris for joining bill clinton for women empowerment event   have you no soul  ,437,0.015775743707093844,0.4445430498004429,medium,1.0
1375059504002371585,[],FoxNews,whitmer vetoes bill that would have limited her admin s emergency powers in michigan,96,0.04711979166666667,0.447224456919928,medium,1.0
1375052040678875136,[],FoxNews,house gop reelection arm targets vulnerable dem lawmakers on  exit list ,40,-0.12677,0.4608237708656877,medium,1.0
1375044280075620352,[],FoxNews,is compromise possible  republicans have gun control proposals too,548,-0.14297372262773708,0.5044976788223334,high,2.0
1375036792269910018,[],FoxNews,la police clash with protesters at echo park homeless encampment,39,0.032697435897435914,0.5823962909652622,high,2.0
1375028733774548992,[],FoxNews,prince charles wanted to issue  point by point  response to harry and meghan s allegations  royal expert says,77,0.04007922077922077,0.4898858785842137,medium,1.0
1374899124118679555,[],FoxNews,tucker carlson vows he will  not be silenced  in fox nation video podcast preview,504,-0.03425039682539686,0.48039421630726603,medium,1.0
1374897245875798018,"['CNN', 'ChrisCuomo', 'NYGovCuomo']",FoxNews,  s reportedly prioritized for covid testing by administration early in pandemic,202,-0.08686336633663365,0.46767720034862154,medium,1.0
1374896725907869701,[],FoxNews,colorado baker who won supreme court battle calls gender transition cake case  a trap ,212,-0.05449622641509428,0.47223627649596467,medium,1.0
1374874132416970752,[],FoxNews,ohio man    accused of raping teen  living under her bed for  weeks,224,-0.07459508928571427,0.42844790550733725,medium,1.0
1374873900736188419,[],FoxNews,charlottesville mayor says city  rapes you  and  tells you to keep its secrets,59,-0.3015677966101694,0.518047693331175,high,2.0
1374873671953575936,[],FoxNews,man walked into atlanta grocery store with five guns  body armor  police say,216,-0.1061277777777778,0.44131229934184674,medium,1.0
1374869141547520002,[],FoxNews,nyc  year old donates  laptops to students through gofundme,44,0.2255863636363637,0.3750323183536656,low,0.0
1374862552858038280,['NYGovCuomo'],FoxNews,  directed ny health officials to prioritize covid  testing for his relatives  report,158,-0.08702025316455696,0.3738897219410878,low,0.0
1374849717276921864,[],FoxNews,boulder officer eric talley remembered during heart wrenching police procession,50,-0.160272,0.49862480313562496,medium,1.0
1374849413290598405,[],FoxNews,biden says migrant surge at southern border started under trump,1396,-0.08931626074498557,0.4246023440262698,medium,1.0
1374848525180272647,[],FoxNews,biden hhs nominee rachel levine becomes first openly transgender federal official confirmed by us senate,1566,-0.02814597701149424,0.448720611646126,medium,1.0
1374816903387095042,[],FoxNews,biden appoints vp harris as point person to address migrant surge at southern border,608,0.05726348684210527,0.4606154190492442,medium,1.0
1374809752732106760,[],FoxNews,boulder residents remember officer eric talley  shooting victims with memorials,24,0.010158333333333332,0.5721845194300195,high,2.0
1374808871634632705,[],FoxNews,ex border patrol officials write congressional leaders seeking help with migrant surge,99,-0.07195959595959595,0.44636417019345115,medium,1.0
1374799649916194822,[],FoxNews,ex cnn producer calls for network to step in and stop don lemons dangerous rhetoric,554,-0.0952918772563177,0.46020235987177527,medium,1.0
1374788372120666115,[],FoxNews,biden administration  frustrated  by border crisis  kamala harris says,286,-0.17596048951048954,0.47524050865327405,medium,1.0
1374779554385031175,[],FoxNews,teachers  union questions cdc guidelines on distancing   we are not convinced ,152,-0.05842631578947369,0.36443695095780676,low,0.0
1374771986895884296,[],FoxNews,kamala harris to hold discussion with bill clinton on  empowering women and girls   igniting criticism,1196,0.039921153846153835,0.4280268984575462,medium,1.0
1374765824507056138,[],FoxNews,schumer  mcconnell spar over dems  s election bill during rare committee appearance   shame  ,84,-0.10433095238095244,0.5434442780706747,high,2.0
1374758873966448645,[],FoxNews,tlaib bill would give everyone  g a month during pandemic  including illegal immigrants,727,-0.026300412654745555,0.462327673606284,medium,1.0
1374743169984823301,[],FoxNews,senate minority leader mcconnell says he has not been invited to white house,360,-0.009287222222222216,0.4215999052595068,medium,1.0
1374733965270122496,[],FoxNews,house judiciary republicans invite nadler on border visit  accuse dems of ignoring crisis,54,-0.04187962962962963,0.5766330766171126,high,2.0
1374725642630135810,[],FoxNews,ny nursing home whistleblower gets visit from health inspector after calling cuomo order  ridiculous ,74,-0.009778378378378378,0.4897103262498051,medium,1.0
1374712668611870723,[],FoxNews,biden aides   harris  gun control calls have included seizing  assault weapons ,979,-0.19121664964249216,0.5107516707164882,high,2.0
1374705980869599233,[],FoxNews,stephen colbert slams sen  john kennedy over gun control statements  calls for republicans to be voted out,1486,-0.041570794078061926,0.485881554557176,medium,1.0
1374700243648798723,[],FoxNews,colorado mass shooting suspect known to fbi  report,643,-0.16593888024883355,0.46373395623135477,medium,1.0
1374684849513062402,[],FoxNews,heat to open sections for fans with full coronavirus vaccine starting april ,59,-0.04106440677966103,0.4291485848155753,medium,1.0
1374677233495838720,[],FoxNews,senate set for clash on hot button elections bill dems say boosts voting rights  gop decries as power grab,101,-0.05847920792079207,0.4680249761106412,medium,1.0
1374669654413705220,[],FoxNews,massachusetts school officials issue statement after football team reportedly used anti semitic language,53,-0.1800377358490566,0.48601334748465147,medium,1.0
1374661996008906760,[],FoxNews,barista at boulder grocery store    hid coworker    under trashcans during deadly shooting,39,-0.1937153846153846,0.5892693502342592,high,2.0
1374519740694032384,[],FoxNews,boulder grocery bloodbath chilling dispatch audio paints terrifying moments for cops   setting up an ambush ,119,-0.09278655462184877,0.5473555721467195,high,2.0
